"lang"
{
"Language"		"tchinese"
"jaeger.SmallPain2"		"<clr:198,226,255>Jaeger: [痛苦的叫聲]"
"[english]jaeger.SmallPain2"		"<clr:198,226,255>Jaeger: [Pain]"
"jaeger.LargePain0"		"<clr:198,226,255>Jaeger: [慘痛的叫聲]"
"[english]jaeger.LargePain0"		"<clr:198,226,255>Jaeger: [Pain]"
"jaeger.LargePain1"		"<clr:198,226,255>Jaeger: [慘痛的叫聲]"
"[english]jaeger.LargePain1"		"<clr:198,226,255>Jaeger: [Pain]"
"jaeger.Dead0"		"<clr:198,226,255>Jaeger: [死亡時的叫聲]"
"[english]jaeger.Dead0"		"<clr:198,226,255>Jaeger: [Death]"
"jaeger.Dead1"		"<clr:198,226,255>Jaeger: [死亡時的叫聲]"
"[english]jaeger.Dead1"		"<clr:198,226,255>Jaeger: [Death]"
"jaeger.OnFire0"		"<clr:198,226,255>Jaeger: [驚恐的叫聲]"
"[english]jaeger.OnFire0"		"<clr:198,226,255>Jaeger: [Pain]"
"jaeger.OnFire1"		"<clr:198,226,255>Jaeger: [驚恐的叫聲]"
"[english]jaeger.OnFire1"		"<clr:198,226,255>Jaeger: [Pain]"
"jaeger.MineDeployed0"		"<clr:198,226,255>Jaeger：燃燒地雷布置完畢！"
"[english]jaeger.MineDeployed0"		"<clr:198,226,255>Jaeger: Incendiary mine deployed!"
"jaeger.MineDeployed1"		"<clr:198,226,255>Jaeger：地雷已布置！"
"[english]jaeger.MineDeployed1"		"<clr:198,226,255>Jaeger: Mine deployed!"
"jaeger.MineDeployed2"		"<clr:198,226,255>Jaeger：地雷準備完畢！"
"[english]jaeger.MineDeployed2"		"<clr:198,226,255>Jaeger: Mine in place!"
"jaeger.MineDeployed3"		"<clr:198,226,255>Jaeger：當心點！地雷！"
"[english]jaeger.MineDeployed3"		"<clr:198,226,255>Jaeger: Watch it! Mine!"
"jaeger.ActivateStims0"		"<clr:198,226,255>Jaeger：打興奮劑！"
"[english]jaeger.ActivateStims0"		"<clr:198,226,255>Jaeger: Hit the stims!"
"jaeger.ActivateStims1"		"<clr:198,226,255>Jaeger：快用興奮劑！"
"[english]jaeger.ActivateStims1"		"<clr:198,226,255>Jaeger: Stim now!"
"jaeger.ComplimentsSarge0"		"<clr:198,226,255>Jaeger：哈！漂亮的擊殺，Conrad！"
"[english]jaeger.ComplimentsSarge0"		"<clr:198,226,255>Jaeger: Ha! Good kill, Conrad!"
"jaeger.Selection0"		"<clr:198,226,255>Jaeger：該行動了。"
"[english]jaeger.Selection0"		"<clr:198,226,255>Jaeger: Good to go."
"jaeger.Selection1"		"<clr:198,226,255>Jaeger：這裏是 Jaeger。"
"[english]jaeger.Selection1"		"<clr:198,226,255>Jaeger: Jaeger here."
"sarge.SargeIdle0"		"<clr:238,207,161>Sarge：妳知道那些異形工蜂的爪子能正好撕開我們的護甲。"
//Sarge
"[english]sarge.SargeIdle0"		"<clr:238,207,161>Sarge: You know the claws on a swarm drone can rip right through our armor."
"sarge.SargeIdle1"		"<clr:238,207,161>Sarge：我曾經見過一名士兵的手被那些家夥咬了下來。"
"[english]sarge.SargeIdle1"		"<clr:238,207,161>Sarge: I once saw a marine have his hand bitten clean off by one of these things."
"sarge.SargeIdleReply0"		"<clr:238,207,161>Sarge：說話註意點，士兵。"
"[english]sarge.SargeIdleReply0"		"<clr:238,207,161>Sarge: Watch your mouth, Marine."
"sarge.SargeIdleReply1"		"<clr:238,207,161>Sarge：妳去查看那玩意。"
"[english]sarge.SargeIdleReply1"		"<clr:238,207,161>Sarge: You secure that shit."
"sarge.BigAlienDeadReply0"		"<clr:238,207,161>Sarge：對，越來越醜了。"
"[english]sarge.BigAlienDeadReply0"		"<clr:238,207,161>Sarge: Yeah, getting ugly."
"sarge.MedicComplainReply0"		"<clr:238,207,161>Sarge：那是工作的一部分。"
"[english]sarge.MedicComplainReply0"		"<clr:238,207,161>Sarge: That's part of the job."
"sarge.TequilaReply0"		"<clr:238,207,161>Sarge：嘿，工作期間不許喝酒。"
"[english]sarge.TequilaReply0"		"<clr:238,207,161>Sarge: Hey, no drinking on the job."
"sarge.TequilaReply1"		"<clr:238,207,161>Sarge：妳知道他們在補給櫃裏放了些什麽嗎？那東西就在妳眼前。"
"[english]sarge.TequilaReply1"		"<clr:238,207,161>Sarge: You know what they got in the supply closet? That stuff kicks you in the head."
"sarge.CrashIdleReply0"		"<clr:238,207,161>Sarge：妳又在聽取任務簡報的時候睡覺嗎？"
"[english]sarge.CrashIdleReply0"		"<clr:238,207,161>Sarge: Did you sleep through the briefing again?"
"sarge.InjuredSelection0"		"<clr:238,207,161>Sarge：我的第一次任務都沒有這麽困難。"
"[english]sarge.InjuredSelection0"		"<clr:238,207,161>Sarge: My first campaign wasn't this tough."
"sarge.InjuredSelection1"		"<clr:238,207,161>Sarge：我該回去並重新對此進行評估。"
"[english]sarge.InjuredSelection1"		"<clr:238,207,161>Sarge: We should pull back and reassess this."
"sarge.InjuredSelection2"		"<clr:238,207,161>Sarge：動作快點。"
"[english]sarge.InjuredSelection2"		"<clr:238,207,161>Sarge: Make it quick."
"sarge.InjuredSelection3"		"<clr:238,207,161>Sarge：這真困難。"
"[english]sarge.InjuredSelection3"		"<clr:238,207,161>Sarge: This is tough."
"sarge.SeriousInjuryReply0"		"<clr:238,207,161>Sarge：可惡，這還不算太糟。"
"[english]sarge.SeriousInjuryReply0"		"<clr:238,207,161>Sarge: Shit, it's not that bad."
"sarge.SeriousInjuryReply1"		"<clr:238,207,161>Sarge：該死，這還沒那麽糟糕。"
"[english]sarge.SeriousInjuryReply1"		"<clr:238,207,161>Sarge: Shit, it ain't that bad."
"sarge.AutogunReply0"		"<clr:238,207,161>Sarge：朝它們開槍，把它們幹掉。"
"[english]sarge.AutogunReply0"		"<clr:238,207,161>Sarge: Shoot em up, cut em down."
"sarge.AutogunReply1"		"<clr:238,207,161>Sarge：Yeah，讓它們瞧瞧妳拿著什麽！"
"[english]sarge.AutogunReply1"		"<clr:238,207,161>Sarge: Yeah, show em what you got!"
"sarge.AutogunReply2"		"<clr:238,207,161>Sarge：朝它們開火，把它們幹掉！"
"[english]sarge.AutogunReply2"		"<clr:238,207,161>Sarge: Shoot em up, cut em down!"
"sarge.Use0"		"<clr:238,207,161>Sarge：收到。"
"[english]sarge.Use0"		"<clr:238,207,161>Sarge: Roger."
"sarge.Use1"		"<clr:238,207,161>Sarge：了解！"
"[english]sarge.Use1"		"<clr:238,207,161>Sarge: Got it!"
"sarge.Use2"		"<clr:238,207,161>Sarge：看起來不錯。"
"[english]sarge.Use2"		"<clr:238,207,161>Sarge: Looks good."
"sarge.Use3"		"<clr:238,207,161>Sarge：好的。"
"[english]sarge.Use3"		"<clr:238,207,161>Sarge: Okay."
"sarge.Idle0"		"<clr:238,207,161>Sarge：保持警惕，夥計們，還有一大堆屁股等著被踹呢。"
"[english]sarge.Idle0"		"<clr:238,207,161>Sarge: Stay alert people, there's still plenty of ass waiting to be kicked."
"sarge.Idle1"		"<clr:238,207,161>Sarge：為什麽 Syntek 就是不肯按照常理來辦事。"
"[english]sarge.Idle1"		"<clr:238,207,161>Sarge: Why can't Syntek ever do anything by the books."
"sarge.Idle2"		"<clr:238,207,161>Sarge：註意彼此間的距離，隊員們。"
"[english]sarge.Idle2"		"<clr:238,207,161>Sarge: Watch your spacing, team."
"sarge.Idle3"		"<clr:238,207,161>Sarge：記住妳在訓練中學到的，士兵們。"
"[english]sarge.Idle3"		"<clr:238,207,161>Sarge: Remember your training, marines."
"sarge.Idle4"		"<clr:238,207,161>Sarge：保持警惕，士兵們。"
"[english]sarge.Idle4"		"<clr:238,207,161>Sarge: Stay sharp, marines."
"sarge.Idle5"		"<clr:238,207,161>Sarge：打起精神來，快走。"
"[english]sarge.Idle5"		"<clr:238,207,161>Sarge: Stay sharp, look alive."
"sarge.Idle6"		"<clr:238,207,161>Sarge：那還有不少異形等著我們去殺。"
"[english]sarge.Idle6"		"<clr:238,207,161>Sarge: There's a lot more swarm to kill yet."
"sarge.Idle7"		"<clr:238,207,161>Sarge：我愛這個工作。"
"[english]sarge.Idle7"		"<clr:238,207,161>Sarge: I love this job."
"sarge.Idle8"		"<clr:238,207,161>Sarge：啊，在星際武裝部隊中的又一個好日子。"
"[english]sarge.Idle8"		"<clr:238,207,161>Sarge: Ah, another fine day in the Interstellar Armed Forces."
"sarge.Idle9"		"<clr:238,207,161>Sarge：目前為止，一切都好。"
"[english]sarge.Idle9"		"<clr:238,207,161>Sarge: So far, so good."
"sarge.Idle10"		"<clr:238,207,161>Sarge：到目前為止，一切都很好。"
"[english]sarge.Idle10"		"<clr:238,207,161>Sarge: So far, so good."
"sarge.Idle11"		"<clr:238,207,161>Sarge：等這次結束，我得退休了。"
"[english]sarge.Idle11"		"<clr:238,207,161>Sarge: After this, I'm retiring."
"sarge.Idle12"		"<clr:238,207,161>Sarge：我們是星際武裝部隊，不是來野餐的。"
"[english]sarge.Idle12"		"<clr:238,207,161>Sarge: This is the Interstellar Armed Forces, not a Gaddamned picnic."
"sarge.Idle13"		"<clr:238,207,161>Sarge：好吧，是時候去掙工資了。"
"[english]sarge.Idle13"		"<clr:238,207,161>Sarge: Well, time to earn those paychecks."
"sarge.Idle14"		"<clr:238,207,161>Sarge：檢查附近有沒有敵人。"
"[english]sarge.Idle14"		"<clr:238,207,161>Sarge: Check your corners."
"sarge.Idle15"		"<clr:238,207,161>Sarge：檢查四周的情況。"
"[english]sarge.Idle15"		"<clr:238,207,161>Sarge: Secure the perimeter."
"sarge.Idle16"		"<clr:238,207,161>Sarge：繼續前進，夥計們，我們還有工作得做。"
"[english]sarge.Idle16"		"<clr:238,207,161>Sarge: Proceed by squads, we got a job to do."
"sarge.Idle17"		"<clr:238,207,161>Sarge：讓我們按常理來做件事。"
"[english]sarge.Idle17"		"<clr:238,207,161>Sarge: Let's do this by the book."
"sarge.FF0"		"<clr:238,207,161>Sarge：看清楚妳的目標！"
"[english]sarge.FF0"		"<clr:238,207,161>Sarge: Check your targets!"
"sarge.FF1"		"<clr:238,207,161>Sarge：當心點，妳聽懂了嗎？"
"[english]sarge.FF1"		"<clr:238,207,161>Sarge: Watch it, you hear?"
"sarge.FiringAtAlien0"		"<clr:238,207,161>Sarge：發現敵人。"
"[english]sarge.FiringAtAlien0"		"<clr:238,207,161>Sarge: Contact!"
"sarge.FiringAtAlien1"		"<clr:238,207,161>Sarge：讓它們嘗嘗這個！"
"[english]sarge.FiringAtAlien1"		"<clr:238,207,161>Sarge: Let em have it!"
"sarge.FiringAtAlien2"		"<clr:238,207,161>Sarge：Arrrgh！"
"[english]sarge.FiringAtAlien2"		"<clr:238,207,161>Sarge: Arrrgh!"
"sarge.FiringAtAlien3"		"<clr:238,207,161>Sarge：目標出現！"
"[english]sarge.FiringAtAlien3"		"<clr:238,207,161>Sarge: Target!"
"sarge.FollowMe0"		"<clr:238,207,161>Sarge：跟我來！"
"[english]sarge.FollowMe0"		"<clr:238,207,161>Sarge: Follow me!"
"sarge.FollowMe1"		"<clr:238,207,161>Sarge：開始行動吧，士兵們！"
"[english]sarge.FollowMe1"		"<clr:238,207,161>Sarge: Let's move on out, soldiers!"
"sarge.FollowMe2"		"<clr:238,207,161>Sarge：行動起來。"
"[english]sarge.FollowMe2"		"<clr:238,207,161>Sarge: Saddle up."
"sarge.HoldPosition0"		"<clr:238,207,161>Sarge：守著這裏。"
"[english]sarge.HoldPosition0"		"<clr:238,207,161>Sarge: Hold position."
"sarge.HoldPosition1"		"<clr:238,207,161>Sarge：在這裏等等。"
"[english]sarge.HoldPosition1"		"<clr:238,207,161>Sarge: Wait here."
"sarge.NeedAmmo0"		"<clr:238,207,161>Sarge：需要彈藥！"
"[english]sarge.NeedAmmo0"		"<clr:238,207,161>Sarge: Need ammo!"
"sarge.NoAmmo0"		"<clr:238,207,161>Sarge：該死，沒有子彈了。"
"[english]sarge.NoAmmo0"		"<clr:238,207,161>Sarge: Shit, out of ammo."
"sarge.NoAmmo1"		"<clr:238,207,161>Sarge：沒子彈了。"
"[english]sarge.NoAmmo1"		"<clr:238,207,161>Sarge: No ammo."
"sarge.NoAmmo2"		"<clr:238,207,161>Sarge：可惡，彈藥用完了。"
"[english]sarge.NoAmmo2"		"<clr:238,207,161>Sarge: Damn, out of ammo."
"sarge.NoAmmo3"		"<clr:238,207,161>Sarge：我沒有彈藥了。"
"[english]sarge.NoAmmo3"		"<clr:238,207,161>Sarge: I'm out of ammo."
"sarge.SargeJaegerConv10"		"<clr:238,207,161>Sarge：這就像回到了38歲，對不，Jaeger？"
"[english]sarge.SargeJaegerConv10"		"<clr:238,207,161>Sarge: Just like back in 38, eh Jaeger?"
"sarge.SargeJaegerConv11"		"<clr:238,207,161>Sarge：這地方讓我想起了 Tilarus-9。"
"[english]sarge.SargeJaegerConv11"		"<clr:238,207,161>Sarge: This place reminds me of Tilarus-9."
"sarge.SargeJaegerConv1Reply0"		"<clr:238,207,161>Sarge：好吧，至少我們上次是成功了。"
"[english]sarge.SargeJaegerConv1Reply0"		"<clr:238,207,161>Sarge: Well, we made it through last time."
"sarge.SargeJaegerConv1Reply1"		"<clr:238,207,161>Sarge：我得喝一杯。"
"[english]sarge.SargeJaegerConv1Reply1"		"<clr:238,207,161>Sarge: I need a drink."
"sarge.SargeJaegerConv2Reply0"		"<clr:238,207,161>Sarge：對，我覺得就像自己曾經去過地獄。"
"[english]sarge.SargeJaegerConv2Reply0"		"<clr:238,207,161>Sarge: Yeah, and I though I'd served my time in hell."
"sarge.SargeJaegerConv2Reply1"		"<clr:238,207,161>Sarge：我記得那個。我只希望現在不會變成那樣。"
"[english]sarge.SargeJaegerConv2Reply1"		"<clr:238,207,161>Sarge: I remember it. I just hope it doesn't have to come to that."
"sarge.Medic0"		"<clr:238,207,161>Sarge：醫生！"
"[english]sarge.Medic0"		"<clr:238,207,161>Sarge: Medic!"
"sarge.Misc0"		"<clr:238,207,161>Sarge：隊員們，集合。"
"[english]sarge.Misc0"		"<clr:238,207,161>Sarge: Squad, form up."
"sarge.Misc1"		"<clr:238,207,161>Sarge：好好檢查這裏，我要這個地方堅不可摧。"
"[english]sarge.Misc1"		"<clr:238,207,161>Sarge: Secure the Perimeter, I want this place locked down nice and tight."
"sarge.Misc2"		"<clr:238,207,161>Sarge：士兵們，各就各位。"
"[english]sarge.Misc2"		"<clr:238,207,161>Sarge: Marines, into positions."
"sarge.Reloading0"		"<clr:238,207,161>Sarge：裝彈完畢。"
"[english]sarge.Reloading0"		"<clr:238,207,161>Sarge: Lock and load."
"sarge.Reloading1"		"<clr:238,207,161>Sarge：正在裝彈。"
"[english]sarge.Reloading1"		"<clr:238,207,161>Sarge: Reload."
"sarge.Reloading2"		"<clr:238,207,161>Sarge：我在裝彈。"
"[english]sarge.Reloading2"		"<clr:238,207,161>Sarge: Reload."
"sarge.Reloading3"		"<clr:238,207,161>Sarge：我在裝彈，掩護我！"
"[english]sarge.Reloading3"		"<clr:238,207,161>Sarge: Reload, cover me!"
"sarge.SentryInPlace0"		"<clr:238,207,161>Sarge：步哨就緒。"
"[english]sarge.SentryInPlace0"		"<clr:238,207,161>Sarge: Sentry in place."
"sarge.SentryInPlace1"		"<clr:238,207,161>Sarge：步哨準備完成。"
"[english]sarge.SentryInPlace1"		"<clr:238,207,161>Sarge: Sentry online."
"sarge.SentryInPlace2"		"<clr:238,207,161>Sarge：步哨搭建完畢。"
"[english]sarge.SentryInPlace2"		"<clr:238,207,161>Sarge: Sentry assembled."
"sarge.Ammo0"		"<clr:238,207,161>Sarge：彈藥。"
"[english]sarge.Ammo0"		"<clr:238,207,161>Sarge: Ammo."
"sarge.Medkit0"		"<clr:238,207,161>Sarge：醫藥包。"
"[english]sarge.Medkit0"		"<clr:238,207,161>Sarge: Medkit."
"sarge.Thanks0"		"<clr:238,207,161>Sarge：謝了。"
"[english]sarge.Thanks0"		"<clr:238,207,161>Sarge: Thanks."
"sarge.Thanks1"		"<clr:238,207,161>Sarge：謝了，士兵。"
"[english]sarge.Thanks1"		"<clr:238,207,161>Sarge: Thanks, marine."
"sarge.Question0"		"<clr:238,207,161>Sarge：Huh?"
"[english]sarge.Question0"		"<clr:238,207,161>Sarge: Huh?"
"sarge.Question1"		"<clr:238,207,161>Sarge：幹嘛？"
"[english]sarge.Question1"		"<clr:238,207,161>Sarge: What?"
"sarge.Question2"		"<clr:238,207,161>Sarge：什麽事，士兵？"
"[english]sarge.Question2"		"<clr:238,207,161>Sarge: What is it, marine?"
"sarge.Question3"		"<clr:238,207,161>Sarge：啥事？"
"[english]sarge.Question3"		"<clr:238,207,161>Sarge: Yeah?"
"sarge.CallJaeger0"		"<clr:238,207,161>Sarge：Jaeger？"
"[english]sarge.CallJaeger0"		"<clr:238,207,161>Sarge: Jaeger?"
"sarge.CallJaeger1"		"<clr:238,207,161>Sarge：嘿，Jaeger。"
"[english]sarge.CallJaeger1"		"<clr:238,207,161>Sarge: Hey, Jaeger."
"sarge.CallWildcat0"		"<clr:238,207,161>Sarge：Wildcat。"
"[english]sarge.CallWildcat0"		"<clr:238,207,161>Sarge: Wildcat."
"sarge.CallWildcat1"		"<clr:238,207,161>Sarge：嘿，Wildcat。"
"[english]sarge.CallWildcat1"		"<clr:238,207,161>Sarge: Hey, Wildcat."
"sarge.CallWolfe0"		"<clr:238,207,161>Sarge：嘿，Wolfe。"
"[english]sarge.CallWolfe0"		"<clr:238,207,161>Sarge: Hey, Wolfe."
"sarge.CallWolfe1"		"<clr:238,207,161>Sarge：Wolfe！"
"[english]sarge.CallWolfe1"		"<clr:238,207,161>Sarge: Wolfe!"
"sarge.CallFaith0"		"<clr:238,207,161>Sarge：Faith！"
"[english]sarge.CallFaith0"		"<clr:238,207,161>Sarge: Faith!"
"sarge.CallFaith1"		"<clr:238,207,161>Sarge：嘿，Faith！"
"[english]sarge.CallFaith1"		"<clr:238,207,161>Sarge: Hey, Faith!"
"sarge.CallBastille0"		"<clr:238,207,161>Sarge：Bastille！"
"[english]sarge.CallBastille0"		"<clr:238,207,161>Sarge: Bastille!"
"sarge.CallBastille1"		"<clr:238,207,161>Sarge：嘿，Bastille！"
"[english]sarge.CallBastille1"		"<clr:238,207,161>Sarge: Hey, Bastille!"
"sarge.CallCrash0"		"<clr:238,207,161>Sarge：Crash。"
"[english]sarge.CallCrash0"		"<clr:238,207,161>Sarge: Crash."
"sarge.CallCrash1"		"<clr:238,207,161>Sarge：嘿，Crash。"
"[english]sarge.CallCrash1"		"<clr:238,207,161>Sarge: Hey, Crash."
"sarge.CallFlynn0"		"<clr:238,207,161>Sarge：Flynn！"
"[english]sarge.CallFlynn0"		"<clr:238,207,161>Sarge: Flynn!"
"sarge.CallFlynn1"		"<clr:238,207,161>Sarge：嘿，Flynn。"
"[english]sarge.CallFlynn1"		"<clr:238,207,161>Sarge: Hey, Flynn."
"sarge.CallVegas0"		"<clr:238,207,161>Sarge：Vegas！"
"[english]sarge.CallVegas0"		"<clr:238,207,161>Sarge: Vegas!"
"sarge.CallVegas1"		"<clr:238,207,161>Sarge：嘿，Vegas。"
"[english]sarge.CallVegas1"		"<clr:238,207,161>Sarge: Hey, Vegas."
"sarge.CallVegas2"		"<clr:238,207,161>Sarge：嘿，Vegas，聽著。"
"[english]sarge.CallVegas2"		"<clr:238,207,161>Sarge: Hey Vegas, listen up."
"sarge.SuppliesAmmo0"		"<clr:238,207,161>Sarge：很好，有補給。拿妳們所需的。"
"[english]sarge.SuppliesAmmo0"		"<clr:238,207,161>Sarge: Good, supplies. Take what you need."
"sarge.SuppliesAmmo1"		"<clr:238,207,161>Sarge：很好，有補給品。士兵們，修整一下繼續行動。"
"[english]sarge.SuppliesAmmo1"		"<clr:238,207,161>Sarge: Good, supplies. Lock and load, marines."
"sarge.SuppliesAmmo2"		"<clr:238,207,161>Sarge：各取所需，並準備行動。"
"[english]sarge.SuppliesAmmo2"		"<clr:238,207,161>Sarge: Take what you need, and stand to."
"sarge.LockedTerminalCrash0"		"<clr:238,207,161>Sarge：終端鎖定了。Crash，該妳了。"
"[english]sarge.LockedTerminalCrash0"		"<clr:238,207,161>Sarge: Terminal secure. Crash, you're up."
"sarge.LockedTerminalCrash1"		"<clr:238,207,161>Sarge：終端鎖定了。給我滾過來，Crash。"
"[english]sarge.LockedTerminalCrash1"		"<clr:238,207,161>Sarge: Terminal secure. Get your ass over here, Crash."
"sarge.LockedTerminalFlynn0"		"<clr:238,207,161>Sarge：終端鎖定了。Flynn，該妳了。"
"[english]sarge.LockedTerminalFlynn0"		"<clr:238,207,161>Sarge: Terminal secure. Flynn, you're up."
"sarge.LockedTerminalVegas0"		"<clr:238,207,161>Sarge：終端鎖定了。Vegas，該妳了。"
"[english]sarge.LockedTerminalVegas0"		"<clr:238,207,161>Sarge: Terminal secure. Vegas, you're up."
"sarge.LockedTerminalVegas1"		"<clr:238,207,161>Sarge：終端鎖定了。Vegas，給我滾過來。"
"[english]sarge.LockedTerminalVegas1"		"<clr:238,207,161>Sarge: Terminal secure. Vegas, get your ass up here."
"sarge.LockedTerminal0"		"<clr:238,207,161>Sarge：終端被鎖定了。"
"[english]sarge.LockedTerminal0"		"<clr:238,207,161>Sarge: Terminal's secure."
"sarge.LockedTerminal1"		"<clr:238,207,161>Sarge：它被鎖定了。"
"[english]sarge.LockedTerminal1"		"<clr:238,207,161>Sarge: It's locked."
"sarge.LockedTerminal2"		"<clr:238,207,161>Sarge：我需要名技術人員，來解決這個問題。"
"[english]sarge.LockedTerminal2"		"<clr:238,207,161>Sarge: I need a tech here, on the double."
"sarge.HoldingPosition0"		"<clr:238,207,161>Sarge：區域防守中。"
"[english]sarge.HoldingPosition0"		"<clr:238,207,161>Sarge: Cover an area."
"sarge.HoldingPosition1"		"<clr:238,207,161>Sarge：我來防守這裏。"
"[english]sarge.HoldingPosition1"		"<clr:238,207,161>Sarge: Securing area."
"sarge.HoldingPosition2"		"<clr:238,207,161>Sarge：我來看著這裏。"
"[english]sarge.HoldingPosition2"		"<clr:238,207,161>Sarge: Holding position."
"sarge.HoldingNorth0"		"<clr:238,207,161>Sarge：我防守北邊。"
"[english]sarge.HoldingNorth0"		"<clr:238,207,161>Sarge: Covering north."
		"sarge.HoldingNorth1"		"<clr:238,207,161>Sarge: Covering north side."
		"[english]sarge.HoldingNorth1"		"<clr:238,207,161>Sarge: Covering north side."
"sarge.HoldingNorth2"		"<clr:238,207,161>Sarge：北側就定位。"
"[english]sarge.HoldingNorth2"		"<clr:238,207,161>Sarge: North side in position."
"sarge.HoldingNorth3"		"<clr:238,207,161>Sarge：北側準備完畢。"
"[english]sarge.HoldingNorth3"		"<clr:238,207,161>Sarge: North side standing to."
"sarge.HoldingSouth0"		"<clr:238,207,161>Sarge：我來防守南邊。"
"[english]sarge.HoldingSouth0"		"<clr:238,207,161>Sarge: Covering south."
"sarge.HoldingSouth1"		"<clr:238,207,161>Sarge：我防守南側。"
"[english]sarge.HoldingSouth1"		"<clr:238,207,161>Sarge: Covering south side."
"sarge.HoldingSouth2"		"<clr:238,207,161>Sarge：南側就定位。"
"[english]sarge.HoldingSouth2"		"<clr:238,207,161>Sarge: South side in position."
"sarge.HoldingSouth3"		"<clr:238,207,161>Sarge：南側準備就緒。"
"[english]sarge.HoldingSouth3"		"<clr:238,207,161>Sarge: South side standing to."
"sarge.HoldingEast0"		"<clr:238,207,161>Sarge：正在防守東邊。"
"[english]sarge.HoldingEast0"		"<clr:238,207,161>Sarge: Covering east."
"sarge.HoldingEast1"		"<clr:238,207,161>Sarge：正在防守東側。"
"[english]sarge.HoldingEast1"		"<clr:238,207,161>Sarge: Covering east side."
"sarge.HoldingEast2"		"<clr:238,207,161>Sarge：東側就定位。"
"[english]sarge.HoldingEast2"		"<clr:238,207,161>Sarge: East side in position."
"sarge.HoldingEast3"		"<clr:238,207,161>Sarge：東側準備完畢。"
"[english]sarge.HoldingEast3"		"<clr:238,207,161>Sarge: East side standing to."
"sarge.HoldingWest0"		"<clr:238,207,161>Sarge：正在防守西邊。"
"[english]sarge.HoldingWest0"		"<clr:238,207,161>Sarge: Covering west."
"sarge.HoldingWest1"		"<clr:238,207,161>Sarge：正在防守西側。"
"[english]sarge.HoldingWest1"		"<clr:238,207,161>Sarge: Covering west side."
"sarge.HoldingWest2"		"<clr:238,207,161>Sarge：西側就定位。"
"[english]sarge.HoldingWest2"		"<clr:238,207,161>Sarge: West side in position."
"sarge.HoldingWest3"		"<clr:238,207,161>Sarge：西側準備就緒。"
"[english]sarge.HoldingWest3"		"<clr:238,207,161>Sarge: West side standing to."
"sarge.GotPoint0"		"<clr:238,207,161>Sarge：正前往目標區域。"
"[english]sarge.GotPoint0"		"<clr:238,207,161>Sarge: Conrad taking point."
"sarge.GotPoint1"		"<clr:238,207,161>Sarge：正在移動。"
"[english]sarge.GotPoint1"		"<clr:238,207,161>Sarge: Taking point."
"sarge.GotRear0"		"<clr:238,207,161>Sarge：我來殿後。"
"[english]sarge.GotRear0"		"<clr:238,207,161>Sarge: Covering the rear."
"sarge.GotRear1"		"<clr:238,207,161>Sarge：我來看著後方。"
"[english]sarge.GotRear1"		"<clr:238,207,161>Sarge: Conrad taking rear guard."
"sarge.GotRear2"		"<clr:238,207,161>Sarge：我幫妳看著背後。"
"[english]sarge.GotRear2"		"<clr:238,207,161>Sarge: I've got you're back."
"sarge.RequestSealDoor0"		"<clr:238,207,161>Sarge：把這門封上，抓緊點。"
"[english]sarge.RequestSealDoor0"		"<clr:238,207,161>Sarge: Get this door sealed, on the double."
"sarge.RequestSealDoor1"		"<clr:238,207,161>Sarge：來個人，把這門封上。"
"[english]sarge.RequestSealDoor1"		"<clr:238,207,161>Sarge: I need this door sealed now."
"sarge.RequestSealDoor2"		"<clr:238,207,161>Sarge：把它焊上，士兵。"
"[english]sarge.RequestSealDoor2"		"<clr:238,207,161>Sarge: Seal it up, marines."
"sarge.RequestSealDoor3"		"<clr:238,207,161>Sarge：我要這扇門被封上。"
"[english]sarge.RequestSealDoor3"		"<clr:238,207,161>Sarge: I want this door secured."
"sarge.RequestCutDoor0"		"<clr:238,207,161>Sarge：把它弄開，士兵。"
"[english]sarge.RequestCutDoor0"		"<clr:238,207,161>Sarge: Get it open, marines."
"sarge.RequestCutDoor1"		"<clr:238,207,161>Sarge：把它切開。"
"[english]sarge.RequestCutDoor1"		"<clr:238,207,161>Sarge: Cut it open."
"sarge.RequestCutDoor2"		"<clr:238,207,161>Sarge：我要這扇門被切開。"
"[english]sarge.RequestCutDoor2"		"<clr:238,207,161>Sarge: I want this door cut open."
"sarge.RequestCutDoor3"		"<clr:238,207,161>Sarge：妳還在等什麽？把它切開！"
"[english]sarge.RequestCutDoor3"		"<clr:238,207,161>Sarge: What are you waiting for? Cut it open!"
"sarge.RequestCutDoor4"		"<clr:238,207,161>Sarge：我要這扇門被切成兩半，妳聽懂了嗎？"
"[english]sarge.RequestCutDoor4"		"<clr:238,207,161>Sarge: I want this door in two, you understand me?"
"sarge.RequestShootDoor0"		"<clr:238,207,161>Sarge：好吧，士兵們，把它轟開！"
"[english]sarge.RequestShootDoor0"		"<clr:238,207,161>Sarge: All right, marines, blow it down!"
"sarge.RequestShootDoor1"		"<clr:238,207,161>Sarge：好的，士兵們，用妳們的槍來開路。"
"[english]sarge.RequestShootDoor1"		"<clr:238,207,161>Sarge: Okay, marines, shoot your way through."
"sarge.RequestShootDoor2"		"<clr:238,207,161>Sarge：把它轟開。"
"[english]sarge.RequestShootDoor2"		"<clr:238,207,161>Sarge: Blast it open."
"sarge.RequestShootDoor3"		"<clr:238,207,161>Sarge：好的，士兵們，把它的牙齒打掉。"
"[english]sarge.RequestShootDoor3"		"<clr:238,207,161>Sarge: Okay, marines, knock its teeth out."
