"lang"
{
"Language"	"tchinese"
"Attrib_FireRate_Positive"	"開火速度 +%s1%"
"[english]Attrib_FireRate_Positive"	"+%s1% Faster firing speed"
"Attrib_FireRate_Negative"	"開火速度減慢 %s1%"
"[english]Attrib_FireRate_Negative"	"%s1% Slower firing speed"
"Attrib_HealOnHit_Positive"	"攻擊命中時 +%s1 點生命值"
"[english]Attrib_HealOnHit_Positive"	"+%s1 Health on hit"
"Attrib_HealOnHit_Negative"	"命中時恢複 %s1 生命值"
"[english]Attrib_HealOnHit_Negative"	"%s1 Health on hit"
"Attrib_Piercing_Positive"	"+%s1% 子彈穿透幾率"
"[english]Attrib_Piercing_Positive"	"+%s1% Piercing chance"
"Attrib_Stopping_Positive"	"+%s1% 停止作用能力"
"[english]Attrib_Stopping_Positive"	"+%s1% Stopping Power"
"Attrib_Ignite_Positive"	"+%s1% 幾率點燃目標"
"[english]Attrib_Ignite_Positive"	"+%s1% chance to ignite target"
"Attrib_Electro_Positive"	"+%s1% 幾率擊暈目標"
"[english]Attrib_Electro_Positive"	"+%s1% chance to stun target"
"Attrib_ReloadTime_Positive"	"+%s1% 裝彈速度"
"[english]Attrib_ReloadTime_Positive"	"+%s1% Faster reload time"
"Attrib_ExtraAmmo"	"+%s1 彈藥量"
"[english]Attrib_ExtraAmmo"	"+%s1 Ammo"
"Attrib_HealBonus_Positive"	"+%s1% 治療量"
"[english]Attrib_HealBonus_Positive"	"+%s1% Heal amount"
"Attrib_XenowoundBonus_Positive"	"+%s1% 感染治療能力"
"[english]Attrib_XenowoundBonus_Positive"	"+%s1% Infestation cure bonus"
"Attrib_FirewallLength"	"+%s1 火牆長度"
"[english]Attrib_FirewallLength"	"+%s1 Firewall Length"
"Attrib_Duration_Positive"	"+%s1% 持續時間"
"[english]Attrib_Duration_Positive"	"+%s1% Duration"
"item_common"	"普通"
"[english]item_common"	"COMMON"
"item_rare"	"稀有"
"[english]item_rare"	"RARE"
"item_unique"	"獨特"
"[english]item_unique"	"UNIQUE"
"asw_holdout_hud_wave"	"波數: %s1"
"[english]asw_holdout_hud_wave"	"Wave: %s1"
"asw_holdout_hud_score"	"分數: %s1"
"[english]asw_holdout_hud_score"	"Score: %s1"
"asw_holdout_wave_complete"	"已完成 %s1 波進攻!"
"[english]asw_holdout_wave_complete"	"Wave %s1 Complete!"
"asw_holdout_wave_announce"	"- 第 %s1 波 -"
"[english]asw_holdout_wave_announce"	"- WAVE %s1 -"
"asw_holdout_get_ready"	"做好准備"
"[english]asw_holdout_get_ready"	"GET READY"
"asw_holdout_resupply_title"	"補給"
"[english]asw_holdout_resupply_title"	"RESUPPLY"
"asw_holdout_resupply_countdown"	"補給剩余時間:"
"[english]asw_holdout_resupply_countdown"	"Resupply end:"
"asw_holdout_resupply_ok"	"確定"
"[english]asw_holdout_resupply_ok"	"OK"
"asw_holdout_complete"	"你是勝利者!"
"[english]asw_holdout_complete"	"A WINNER IS YOU!"
"nb_mission_prep"	"任務演習"
"[english]nb_mission_prep"	"MISSION PREP"
"nb_ready"	"准備"
"[english]nb_ready"	"READY"
"nb_start_mission"	"開始任務"
"[english]nb_start_mission"	"START MISSION"
"nb_leader"	"房主：%s1"
"[english]nb_leader"	"Lobby Leader:  %s1"
"nb_commander_level"	"等級：%s1"
"[english]nb_commander_level"	"Level: %s1"
"nb_select_marine"	"選擇隊員"
"[english]nb_select_marine"	"Select Marine"
"nb_spend_skill_points"	"消耗技能點"
"[english]nb_spend_skill_points"	"Spend Skill Points"
"nb_bio"	"簡介："
"[english]nb_bio"	"Bio:"
"nb_accept"	"接受"
"[english]nb_accept"	"ACCEPT"
"nb_back"	"返回"
"[english]nb_back"	"BACK"
"nb_okay"	"確定"
"[english]nb_okay"	"OKAY"
"nb_done"	"完成"
"[english]nb_done"	"DONE"
"nb_no"	"否"
"[english]nb_no"	"NO"
"nb_yes"	"是"
"[english]nb_yes"	"YES"
"nb_select_weapon_one"	"選擇主要武器"
"[english]nb_select_weapon_one"	"Select Weapon One"
"nb_select_weapon_two"	"選擇次要武器"
"[english]nb_select_weapon_two"	"Select Weapon Two"
"nb_select_offhand"	"選擇備用物品"
"[english]nb_select_offhand"	"Select Offhand Item"
"nb_weapon_description"	"描述："
"[english]nb_weapon_description"	"Description:"
"new_weapon"	"新的！"
"[english]new_weapon"	"New!"
"nb_objectives"	"目標"
"[english]nb_objectives"	"Objectives"
"nb_objective_details"	"詳情"
"[english]nb_objective_details"	"Details"
"nb_overview_map"	"預覽地圖"
"[english]nb_overview_map"	"Surface Map"
"nb_mission_title"	"任務："
"[english]nb_mission_title"	"Mission:"
"nb_mission_options"	"任務選項"
"[english]nb_mission_options"	"MISSION OPTIONS"
"nb_difficulty_title"	"難度"
"[english]nb_difficulty_title"	"Difficulty"
"nb_mission_brief"	"任務摘要"
"[english]nb_mission_brief"	"Mission Brief"
"nb_mission_details"	"任務詳情：%s1"
"[english]nb_mission_details"	"Mission Details: %s1"
"nb_mission_style"	"任務模式："
"[english]nb_mission_style"	"Mission Style:"
"nb_mission_details_button"	"任務詳情"
"[english]nb_mission_details_button"	"MISSION DETAILS"
"nb_friends"	"邀請好友"
"[english]nb_friends"	"INVITE FRIENDS"
"nb_skill_title"	"技能詳情："
"[english]nb_skill_title"	"Skill Details:"
"nb_select_mission"	"選擇任務"
"[english]nb_select_mission"	"Select Mission"
"nb_select_starting_mission"	"選擇起始任務"
"[english]nb_select_starting_mission"	"Select Starting Mission"
"nb_select_campaign"	"選擇戰役"
"[english]nb_select_campaign"	"Select Campaign"
"nb_launch_mission"	"繼續"
"[english]nb_launch_mission"	"CONTINUE"
"nb_commanders"	"指揮官"
"[english]nb_commanders"	"COMMANDERS"
"nb_next_mission"	"下個任務："
"[english]nb_next_mission"	"NEXT MISSION:"
"nb_campaign_title"	"戰役：%s1"
"[english]nb_campaign_title"	"CAMPAIGN: %s1"
"nb_weapon_unlocked"	"新武器已解鎖"
"[english]nb_weapon_unlocked"	"New Weapon Unlocked"
"nb_skill_points"	"技能點"
"[english]nb_skill_points"	"Skill Points"
"nb_skill_points_fixed"	"修正"
"[english]nb_skill_points_fixed"	"Fixed"
"nb_skill_points_custom"	"自定義"
"[english]nb_skill_points_custom"	"Custom"
"nb_spare_skill_points"	"花費的技能點："
"[english]nb_spare_skill_points"	"Skill points to spend:"
"nb_promotion_title"	"IAF 晉升"
"[english]nb_promotion_title"	"IAF Promotion"
"nb_promotion_description"	"由于你在擊殺異形的行動中表現出了無畏的勇氣和堅定不移的信念，因此星際武裝部隊授予你一次晉升機會。"
"[english]nb_promotion_description"	"The Interstellar Armed Forces has offered you a promotion for your courageous and unwavering resolve in the fight against the Swarm."
"nb_promotion_warning"	"警告：這將會把你的等級重置回1級並鎖定所有已獲得的裝備"
"[english]nb_promotion_warning"	"WARNING: THIS WILL RESET YOU TO LEVEL 1 AND RE-LOCK ALL EARNED EQUIPMENT"
"nb_promote"	"晉升"
"[english]nb_promote"	"PROMOTE"
"nb_cancel"	"取消"
"[english]nb_cancel"	"CANCEL"
"asw_player_promoted_1"	"%s1 被授予钛制星形勳章。"
"[english]asw_player_promoted_1"	"%s1 has received the Titanium Star."
"asw_player_promoted_2"	"%s1 被授予碳合金制星形勳章。"
"[english]asw_player_promoted_2"	"%s1 has received the Carbide Star."
"asw_player_promoted_3"	"%s1 被授予镓制十字勳章。"
"[english]asw_player_promoted_3"	"%s1 has received the Gallium Cross."
"nb_promotion_medal_1"	"钛制星形勳章"
"[english]nb_promotion_medal_1"	"Titanium Star"
"nb_promotion_medal_2"	"碳合金制星形勳章"
"[english]nb_promotion_medal_2"	"Carbide Star"
"nb_promotion_medal_3"	"镓制十字勳章"
"[english]nb_promotion_medal_3"	"Gallium Cross"
"nb_first_promotion"	"首次晉升"
"[english]nb_first_promotion"	"FIRST PROMOTION"
"nb_second_promotion"	"第二次晉升"
"[english]nb_second_promotion"	"SECOND PROMOTION"
"nb_third_promotion"	"第三次晉升"
"[english]nb_third_promotion"	"THIRD PROMOTION"
"marine_class_officer"	"軍官"
"[english]marine_class_officer"	"Officer"
"marine_class_sw"	"特殊武器專家"
"[english]marine_class_sw"	"Special Weapons"
"marine_class_sw_short"	"武器專家"
"[english]marine_class_sw_short"	"Sp. Weapons"
"marine_class_medic"	"醫生"
"[english]marine_class_medic"	"Medic"
"marine_class_tech"	"技術人員"
"[english]marine_class_tech"	"Tech"
"marine_class_officer_label"	"軍官："
"[english]marine_class_officer_label"	"Officers:"
"marine_class_sw_label"	"特殊武器專家："
"[english]marine_class_sw_label"	"Weapon Specialists:"
"marine_class_medic_label"	"醫生："
"[english]marine_class_medic_label"	"Medics:"
"marine_class_tech_label"	"技術工程師："
"[english]marine_class_tech_label"	"Technical Engineers:"
"ASW_KILL_WITHOUT_FRIENDLY_FIRE_NAME"	"清晰的射擊"
"[english]ASW_KILL_WITHOUT_FRIENDLY_FIRE_NAME"	"Clear Firing"
"ASW_NO_FRIENDLY_FIRE_NAME"	"精准射擊"
"[english]ASW_NO_FRIENDLY_FIRE_NAME"	"Short Controlled Bursts"
"ASW_SHIELDBUG_NAME"	"卸甲者"
"[english]ASW_SHIELDBUG_NAME"	"Shield Down"
"ASW_GRENADE_MULTI_KILL_NAME"	"大範圍殺傷"
"[english]ASW_GRENADE_MULTI_KILL_NAME"	"Blast Radius"
"ASW_ACCURACY_NAME"	"神槍手"
"[english]ASW_ACCURACY_NAME"	"Sharpshooter"
"ASW_NO_DAMAGE_TAKEN_NAME"	"全身而退"
"[english]ASW_NO_DAMAGE_TAKEN_NAME"	"Perfect"
"ASW_EGGS_BEFORE_HATCH_NAME"	"完美無缺"
"[english]ASW_EGGS_BEFORE_HATCH_NAME"	"Scrambled Eggs"
"ASW_GRUB_KILLS_NAME"	"除蟲專家"
"[english]ASW_GRUB_KILLS_NAME"	"Bug Stomper"
"ASW_MELEE_PARASITE_NAME"	"寄生蟲審判者"
"[english]ASW_MELEE_PARASITE_NAME"	"Parasite Puncher"
"ASW_MELEE_KILLS_NAME"	"親密接觸"
"[english]ASW_MELEE_KILLS_NAME"	"Close Encounters"
"ASW_BARREL_KILLS_NAME"	"煙槍"
"[english]ASW_BARREL_KILLS_NAME"	"Smoking Barrels"
"ASW_INFESTATION_CURING_NAME"	"救死扶傷"
"[english]ASW_INFESTATION_CURING_NAME"	"Infestation Savior"
"ASW_FAST_WIRE_HACKS_NAME"	"斷路器"
"[english]ASW_FAST_WIRE_HACKS_NAME"	"Circuit Breaker"
"ASW_FAST_COMPUTER_HACKS_NAME"	"安全專家"
"[english]ASW_FAST_COMPUTER_HACKS_NAME"	"Security Expert"
"ASW_GROUP_HEAL_NAME"	"群體治療"
"[english]ASW_GROUP_HEAL_NAME"	"Group Heal"
"ASW_GROUP_DAMAGE_AMP_NAME"	"傷害猛增"
"[english]ASW_GROUP_DAMAGE_AMP_NAME"	"Damage Amped"
"ASW_FAST_RELOADS_IN_A_ROW_NAME"	"快槍手"
"[english]ASW_FAST_RELOADS_IN_A_ROW_NAME"	"Gunslinger"
"ASW_FAST_RELOAD_NAME"	"快速上膛"
"[english]ASW_FAST_RELOAD_NAME"	"Quick Load"
"ASW_ALL_HEALING_NAME"	"白衣天使"
"[english]ASW_ALL_HEALING_NAME"	"Peace Medic"
"ASW_PROTECT_TECH_NAME"	"技師保镖"
"[english]ASW_PROTECT_TECH_NAME"	"Protect the Tech"
"ASW_TECH_SURVIVES_NAME"	"技師掩護"
"[english]ASW_TECH_SURVIVES_NAME"	"Technician Secured"
"ASW_STUN_GRENADE_NAME"	"楊永信療法"
"[english]ASW_STUN_GRENADE_NAME"	"Electro-Stunned"
"ASW_WELD_DOOR_NAME"	"強力焊接"
"[english]ASW_WELD_DOOR_NAME"	"Seal of Quality"
"ASW_DODGE_RANGER_SHOT_NAME"	"眼疾手快"
"[english]ASW_DODGE_RANGER_SHOT_NAME"	"Under the Gun"
"ASW_BOOMER_KILL_EARLY_NAME"	"快速殲滅"
"[english]ASW_BOOMER_KILL_EARLY_NAME"	"Quick and Dead"
"ASW_FREEZE_GRENADE_NAME"	"保持冷靜"
"[english]ASW_FREEZE_GRENADE_NAME"	"Stay Frosty"
"ASW_AMMO_RESUPPLY_NAME"	"彈藥技師"
"[english]ASW_AMMO_RESUPPLY_NAME"	"Ammo Technician"
"ASW_SENTRY_GUN_KILLS_NAME"	"靜態防禦"
"[english]ASW_SENTRY_GUN_KILLS_NAME"	"Static Defender"
"ASW_RIFLE_KILLS_NAME"	"突擊專家"
"[english]ASW_RIFLE_KILLS_NAME"	"Assault Specialist"
"ASW_PRIFLE_KILLS_NAME"	"原型大師"
"[english]ASW_PRIFLE_KILLS_NAME"	"Prototype Professional"
"ASW_AUTOGUN_KILLS_NAME"	"自動機槍專家"
"[english]ASW_AUTOGUN_KILLS_NAME"	"Autogun Expert"
"ASW_SHOTGUN_KILLS_NAME"	"霰彈槍專家"
"[english]ASW_SHOTGUN_KILLS_NAME"	"Shotgun Specialist"
"ASW_VINDICATOR_KILLS_NAME"	"永遠的老兵"
"[english]ASW_VINDICATOR_KILLS_NAME"	"Vindicator Veteran"
"ASW_PISTOL_KILLS_NAME"	"雙手槍專家"
"[english]ASW_PISTOL_KILLS_NAME"	"Pistols Expert"
"ASW_PDW_KILLS_NAME"	"輕武器專家"
"[english]ASW_PDW_KILLS_NAME"	"Small Arms Specialist"
"ASW_TESLA_GUN_KILLS_NAME"	"高壓電專家"
"[english]ASW_TESLA_GUN_KILLS_NAME"	"High Voltage Expert"
"ASW_RAILGUN_KILLS_NAME"	"軌道槍專家"
"[english]ASW_RAILGUN_KILLS_NAME"	"Railgun Specialist"
"ASW_FLAMER_KILLS_NAME"	"縱火者"
"[english]ASW_FLAMER_KILLS_NAME"	"Pyrotechnician"
"ASW_CHAINSAW_KILLS_NAME"	"屠戮士兵"
"[english]ASW_CHAINSAW_KILLS_NAME"	"Slaughter Soldier"
"ASW_MINIGUN_KILLS_NAME"	"迷你機槍大師"
"[english]ASW_MINIGUN_KILLS_NAME"	"Minigun Master"
"ASW_SNIPER_RIFLE_KILLS_NAME"	"專業射手"
"[english]ASW_SNIPER_RIFLE_KILLS_NAME"	"Professional Marksman"
"ASW_GRENADE_LAUNCHER_KILLS_NAME"	"榴彈炮專家"
"[english]ASW_GRENADE_LAUNCHER_KILLS_NAME"	"Grenadier Expert"
"ASW_HORNET_KILLS_NAME"	"蜂窩飛彈專家"
"[english]ASW_HORNET_KILLS_NAME"	"Hornet Barrage Expert"
"ASW_LASER_MINE_KILLS_NAME"	"戰術爆破專家"
"[english]ASW_LASER_MINE_KILLS_NAME"	"Tactical Explosives Expert"
"ASW_MINE_KILLS_NAME"	"火牆專家"
"[english]ASW_MINE_KILLS_NAME"	"Firewall Specialist"
"ASW_UNLOCK_ALL_WEAPONS_NAME"	"兵工廠"
"[english]ASW_UNLOCK_ALL_WEAPONS_NAME"	"Armory Access"
"ASW_EASY_CAMPAIGN_NAME"	"簡單戰役：Jacob's Rest"
"[english]ASW_EASY_CAMPAIGN_NAME"	"Easy Campaign: Jacob's Rest"
"ASW_NORMAL_CAMPAIGN_NAME"	"普通戰役：Jacob's Rest"
"[english]ASW_NORMAL_CAMPAIGN_NAME"	"Normal Campaign: Jacob's Rest"
"ASW_HARD_CAMPAIGN_NAME"	"困難戰役：Jacob's Rest"
"[english]ASW_HARD_CAMPAIGN_NAME"	"Hard Campaign: Jacob's Rest"
"ASW_INSANE_CAMPAIGN_NAME"	"瘋狂戰役：Jacob's Rest"
"[english]ASW_INSANE_CAMPAIGN_NAME"	"Insane Campaign: Jacob's Rest"
"ASW_KILL_GRIND_1_NAME"	"站上起跑線"
"[english]ASW_KILL_GRIND_1_NAME"	"On the Ready Line"
"ASW_KILL_GRIND_2_NAME"	"再接再厲"
"[english]ASW_KILL_GRIND_2_NAME"	"Another Bughunt"
"ASW_KILL_GRIND_3_NAME"	"殺光它們"
"[english]ASW_KILL_GRIND_3_NAME"	"Kill Them All"
"ASW_KILL_GRIND_4_NAME"	"投下核彈"
"[english]ASW_KILL_GRIND_4_NAME"	"Nuke From Orbit"
		"ASW_SPEEDRUN_LANDING_BAY_NAME"	"Landing Bay Speed Run"
"[english]ASW_SPEEDRUN_LANDING_BAY_NAME"	"Landing Bay Speed Run"
		"ASW_SPEEDRUN_DESCENT_NAME"	"Cargo Elevator Speed Run"
"[english]ASW_SPEEDRUN_DESCENT_NAME"	"Cargo Elevator Speed Run"
		"ASW_SPEEDRUN_DEIMA_NAME"	"Deima Surface Bridge Speed Run"
"[english]ASW_SPEEDRUN_DEIMA_NAME"	"Deima Surface Bridge Speed Run"
		"ASW_SPEEDRUN_RYDBERG_NAME"	"Rydberg Reactor Speed Run"
"[english]ASW_SPEEDRUN_RYDBERG_NAME"	"Rydberg Reactor Speed Run"
		"ASW_SPEEDRUN_RESIDENTIAL_NAME"	"SynTek Residential Speed Run"
"[english]ASW_SPEEDRUN_RESIDENTIAL_NAME"	"SynTek Residential Speed Run"
		"ASW_SPEEDRUN_SEWER_NAME"	"Sewer Junction Speed Run"
"[english]ASW_SPEEDRUN_SEWER_NAME"	"Sewer Junction Speed Run"
		"ASW_SPEEDRUN_TIMOR_NAME"	"Timor Station Speed Run"
"[english]ASW_SPEEDRUN_TIMOR_NAME"	"Timor Station Speed Run"
"ASW_CAMPAIGN_NO_DEATHS_NAME"	"完美執行: Jacob's Rest"
"[english]ASW_CAMPAIGN_NO_DEATHS_NAME"	"Outstanding Execution: Jacob's Rest"
"ASW_MISSION_NO_DEATHS_NAME"	"零傷亡"
"[english]ASW_MISSION_NO_DEATHS_NAME"	"Zero Mortality"
"RD_GAS_GRENADE_KILLS_NAME"		"生化戰爭"
"RD_HEAVY_RIFLE_KILLS_NAME"		"重型步槍專家"
"RD_MEDICAL_SMG_KILLS_NAME"		"戰鬥醫師"
"ASW_KILL_WITHOUT_FRIENDLY_FIRE_DESC"	"擊殺25只異形並且沒有造成友軍傷害，所有作戰人員必須存活。"
"[english]ASW_KILL_WITHOUT_FRIENDLY_FIRE_DESC"	"Kill 25 drones without friendly fire.  Four marines must be present in the mission."
"ASW_NO_FRIENDLY_FIRE_DESC"	"在沒有任何友軍傷害出現的情況下完成一個任務，所有作戰人員必須存活。"
"[english]ASW_NO_FRIENDLY_FIRE_DESC"	"Complete a mission with no friendly fire incidents.  Four marines must be present in the mission."
"ASW_SHIELDBUG_DESC"	"殺死一只盾蟲。"
"[english]ASW_SHIELDBUG_DESC"	"Deliver the finishing blow to a Swarm Shieldbug."
"ASW_GRENADE_MULTI_KILL_DESC"	"用一個手雷殺死6只異形。"
"[english]ASW_GRENADE_MULTI_KILL_DESC"	"Kill 6 Swarm with a single Grenade."
"ASW_ACCURACY_DESC"	"在命中率高于90%的前提下完成一個任務。"
"[english]ASW_ACCURACY_DESC"	"Complete a mission with better than 90% accuracy."
"ASW_NO_DAMAGE_TAKEN_DESC"	"在未受到任何傷害的前提下完成一個普通或更高難度的任務。"
"[english]ASW_NO_DAMAGE_TAKEN_DESC"	"Complete a mission on Normal difficulty or harder without receiving any damage."
"ASW_EGGS_BEFORE_HATCH_DESC"	"在所有蟲孵化之前摧毀它們。"
"[english]ASW_EGGS_BEFORE_HATCH_DESC"	"Destroy all Swarm Eggs in a mission without allowing any to hatch."
"ASW_GRUB_KILLS_DESC"	"殺死100只幼蟲。"
"[english]ASW_GRUB_KILLS_DESC"	"Kill 100 Swarm Grubs."
"ASW_MELEE_PARASITE_DESC"	"使用近戰攻擊殺死一只寄生蟲。"
"[english]ASW_MELEE_PARASITE_DESC"	"Kill a Swarm Parasite with a melee attack."
"ASW_MELEE_KILLS_DESC"	"在一次任務中使用近戰攻擊殺死20只異形。"
"[english]ASW_MELEE_KILLS_DESC"	"Kill 20 Swarm with melee attacks in a single mission."
"ASW_BARREL_KILLS_DESC"	"用一個炸藥桶殺死5只異形。"
"[english]ASW_BARREL_KILLS_DESC"	"Kill 5 Swarm with explosive barrels in a single mission."
"ASW_INFESTATION_CURING_DESC"	"治愈一個被感染的隊友。"
"[english]ASW_INFESTATION_CURING_DESC"	"Cure an Infested marine."
"ASW_FAST_WIRE_HACKS_DESC"	"不留痕迹的完成10次線路入侵。"
"[english]ASW_FAST_WIRE_HACKS_DESC"	"Complete 10 wire hacks without access being logged."
"ASW_FAST_COMPUTER_HACKS_DESC"	"不留痕迹的完成 10 次主機入侵。"
"[english]ASW_FAST_COMPUTER_HACKS_DESC"	"Complete 10 computer hacks without access being logged."
"ASW_GROUP_HEAL_DESC"	"用一個醫療裝置救治4名隊員。"
"[english]ASW_GROUP_HEAL_DESC"	"Heal all 4 marines with a single Heal Beacon."
"ASW_GROUP_DAMAGE_AMP_DESC"	"當4名隊員均在威力增強裝置範圍內時，擊殺15只異形。"
"[english]ASW_GROUP_DAMAGE_AMP_DESC"	"Kill 15 Swarm with all four marines under the effects of a Damage Amp in a single mission."
"ASW_FAST_RELOADS_IN_A_ROW_DESC"	"在一輪遊戲中成功完成 5 次快速上膛。"
"[english]ASW_FAST_RELOADS_IN_A_ROW_DESC"	"Successfully perform 5 fast reloads in a row."
"ASW_FAST_RELOAD_DESC"	"成功完成一次快速上膛。"
"[english]ASW_FAST_RELOAD_DESC"	"Successfully perform a fast reload."
"ASW_ALL_HEALING_DESC"	"在一個任務中治療隊友300點生命值，不能對異形造成任何非近戰傷害。"
"[english]ASW_ALL_HEALING_DESC"	"Heal 300 points of damage in a single mission without dealing any non-melee damage to the Swarm."
"ASW_PROTECT_TECH_DESC"	"保護小隊中的技術人員在進行入侵工作時不受傷害。"
"[english]ASW_PROTECT_TECH_DESC"	"Guard the squad's tech so that he takes no damage during the hack."
"ASW_TECH_SURVIVES_DESC"	"在技術人員未陣亡的前提下完成一個任務。"
"[english]ASW_TECH_SURVIVES_DESC"	"Finish a mission without the tech getting killed."
"ASW_STUN_GRENADE_DESC"	"使用一枚震撼彈震暈6只異形。"
"[english]ASW_STUN_GRENADE_DESC"	"Stun 6 Swarm with a single Stun Grenade."
"ASW_WELD_DOOR_DESC"	"使用電焊槍將一個門封死。"
"[english]ASW_WELD_DOOR_DESC"	"Seal a door with the welder."
"ASW_DODGE_RANGER_SHOT_DESC"	"使用翻滾來躲避一只異形射手的攻擊。"
"[english]ASW_DODGE_RANGER_SHOT_DESC"	"Roll under a Swarm Ranger projectile."
"ASW_BOOMER_KILL_EARLY_DESC"	"在一只異形爆破蟲膨脹之前殺死它。"
"[english]ASW_BOOMER_KILL_EARLY_DESC"	"Kill a Swarm Boomer before it inflates."
"ASW_FREEZE_GRENADE_DESC"	"使用一枚冷凍手雷凍住6只異形。"
"[english]ASW_FREEZE_GRENADE_DESC"	"Freeze 6 Swarm with a single Freeze Grenade."
"ASW_AMMO_RESUPPLY_DESC"	"爲隊友布置10個彈藥箱。"
"[english]ASW_AMMO_RESUPPLY_DESC"	"Deploy 10 ammo stashes that are used by other marines."
"ASW_SENTRY_GUN_KILLS_DESC"	"使用步哨槍塔殺死500只異形。"
"[english]ASW_SENTRY_GUN_KILLS_DESC"	"Kill 500 Swarm with deployable Sentry Guns."
"ASW_RIFLE_KILLS_DESC"	"使用突擊步槍擊殺250只異形。"
"[english]ASW_RIFLE_KILLS_DESC"	"Kill 250 Swarm with the Assault Rifle."
"ASW_PRIFLE_KILLS_DESC"	"使用原型步槍擊殺250只異形。"
"[english]ASW_PRIFLE_KILLS_DESC"	"Kill 250 Swarm with the Prototype Rifle."
"ASW_COMBAT_RIFLE_KILLS_DESC" "使用戰鬥步槍擊殺250只異形。"
"ASW_DEAGLE_KILLS_DESC" "使用沙漠之鷹擊殺250只異形。"
"ASW_DEVASTATOR_KILLS_DESC" "使用毀滅者擊殺250只異形。"
"ASW_AUTOGUN_KILLS_DESC"	"使用自動機槍擊殺250只異形。"
"[english]ASW_AUTOGUN_KILLS_DESC"	"Kill 250 Swarm with the Autogun."
"ASW_SHOTGUN_KILLS_DESC"	"使用霰彈槍擊殺250只異型。"
"[english]ASW_SHOTGUN_KILLS_DESC"	"Kill 250 Swarm with the Shotgun."
"ASW_VINDICATOR_KILLS_DESC"	"用“複仇者”霰彈槍擊殺250只異形。"
"[english]ASW_VINDICATOR_KILLS_DESC"	"Kill 250 Swarm with the Vindicator."
"ASW_PISTOL_KILLS_DESC"	"使用雙手槍擊殺250只異形。"
"[english]ASW_PISTOL_KILLS_DESC"	"Kill 250 Swarm with the Pistols."
"ASW_PDW_KILLS_DESC"	"使用單兵防禦武器擊殺250只異形。"
"[english]ASW_PDW_KILLS_DESC"	"Kill 250 Swarm with the PDWs."
"ASW_TESLA_GUN_KILLS_DESC"	"使用電磁加農炮擊殺250只異形。"
"[english]ASW_TESLA_GUN_KILLS_DESC"	"Kill 250 Swarm with the Tesla Cannon."
"ASW_RAILGUN_KILLS_DESC"	"使用軌道槍擊殺250只異形。"
"[english]ASW_RAILGUN_KILLS_DESC"	"Kill 250 Swarm with the Rail Gun."
"ASW_FLAMER_KILLS_DESC"	"使用火焰噴射器擊殺250只異形。"
"[english]ASW_FLAMER_KILLS_DESC"	"Kill 250 Swarm with the Flamer."
"ASW_CHAINSAW_KILLS_DESC"	"使用電鋸殺死250只異形。"
"[english]ASW_CHAINSAW_KILLS_DESC"	"Kill 250 Swarm with the Chainsaw."
"ASW_MINIGUN_KILLS_DESC"	"使用迷你機槍擊殺250只異形。"
"[english]ASW_MINIGUN_KILLS_DESC"	"Kill 250 Swarm with the Minigun."
"ASW_SNIPER_RIFLE_KILLS_DESC"	"使用“神射手”步槍擊殺250只異形。"
"[english]ASW_SNIPER_RIFLE_KILLS_DESC"	"Kill 250 Swarm with the Marksman Rifle."
"ASW_GRENADE_LAUNCHER_KILLS_DESC"	"使用榴彈發射器擊殺250只異形。"
"[english]ASW_GRENADE_LAUNCHER_KILLS_DESC"	"Kill 250 Swarm with the Grenade Launcher."
"ASW_HORNET_KILLS_DESC"	"使用蜂窩飛彈擊殺100只異形。"
"[english]ASW_HORNET_KILLS_DESC"	"Kill 100 Swarm with Hornet Barrage attacks."
"ASW_LASER_MINE_KILLS_DESC"	"使用激光感應式地雷擊殺100只異形。"
"[english]ASW_LASER_MINE_KILLS_DESC"	"Kill 100 Swarm with Laser Mines."
"ASW_MINE_KILLS_DESC"	"使用感應式燃燒地雷擊殺100只異形。"
"[english]ASW_MINE_KILLS_DESC"	"Kill 100 Swarm with Incendiary Mines."
"ASW_UNLOCK_ALL_WEAPONS_DESC"	"解鎖所有裝備。"
"[english]ASW_UNLOCK_ALL_WEAPONS_DESC"	"Unlock all the available weapons."
"ASW_EASY_CAMPAIGN_DESC"	"以簡單或更高難度完成 Jacob's Rest 戰役。"
"[english]ASW_EASY_CAMPAIGN_DESC"	"Complete the Jacob's Rest campaign on Easy difficulty or harder."
"ASW_NORMAL_CAMPAIGN_DESC"	"以普通或更高難度完成 Jacob's Rest 戰役。"
"[english]ASW_NORMAL_CAMPAIGN_DESC"	"Complete the Jacob's Rest campaign on Normal difficulty or harder."
"ASW_HARD_CAMPAIGN_DESC"	"以困難或更高難度完成 Jacob's Rest 戰役。"
"[english]ASW_HARD_CAMPAIGN_DESC"	"Complete the Jacob's Rest campaign on Hard difficulty or harder."
"ASW_INSANE_CAMPAIGN_DESC"	"以瘋狂或更高難度完成 Jacob's Rest 戰役。"
"[english]ASW_INSANE_CAMPAIGN_DESC"	"Complete the Jacob's Rest campaign on Insane difficulty or harder."
"ASW_KILL_GRIND_1_DESC"	"擊殺1000只異形。"
"[english]ASW_KILL_GRIND_1_DESC"	"Kill 1,000 Swarm."
"ASW_KILL_GRIND_2_DESC"	"擊殺5000只異形。"
"[english]ASW_KILL_GRIND_2_DESC"	"Kill 5,000 Swarm."
